PHISIG 24 22 22 25
PHISIG 20 18 18 19
PHISIG 20 18 18 19
PHISIG 87 112 112 125
PHISIG 8 3 3 2
PHISIG 10 7 7 7
PHISIG 10 10 10 11
PHISIG 11 8 8 8
PHISIG 126 194 194 218
PHISIG 9 6 6 6
PHISIG 4 0 0 1
PHISIG 43 56 56 55
PHISIG 184 418 418 518
PHISIG 83 154 154 175
PHISIG 13 19 19 20
PHISIG 43 48 48 51
PHISIG 9 6 6 6
PHISIG 5 1 1 1
PHISIG 10 8 8 8
PHISIG 23 28 28 29
PHISIG 10 10 10 11
PHISIG 9 6 6 6
PHISIG 21 26 26 28
PHISIG 10 10 10 11
PHISIG 9 6 6 6
PHISIG 31 40 40 36
PHISIG 14 16 16 19
PHISIG 29 29 29 32
PHISIG 35 42 42 45
PHISIG 61 108 108 117
PHISIG 92 175 175 209
PHISIG 102 187 187 226
PHISIG 35 49 49 55
PHISIG 13 17 17 20
PHISIG 60 83 83 95
PHISIG 4541 5772 5772 7005
PHISIG 10 8 8 8
PHISIG 122 240 240 284
PHISIG 47 64 64 72
PHISIG 235 260 260 265
PHISIG 35 54 54 57
PHISIG 74 108 108 114
PHISIG 23 28 28 27
PHISIG 45 72 72 76
PHISIG 26 20 20 15
PHISIG 9 6 6 6
PHISIG 73 112 112 134
PHISIG 74 108 108 114
PHISIG 74 113 113 135
PHISIG 31 42 42 41
PHISIG 5 1 1 1
PHISIG 177 426 426 546
PHISIG 5 2 2 2
PHISIG 24 26 26 27
PHISIG 4 1 1 1
PHISIG 31 41 41 46
PHISIG 5 2 2 2
PHISIG 23 27 27 28
PHISIG 72 136 136 152
PHISIG 50 69 69 70
PHISIG 10 9 9 9
PHISIG 47 70 70 72
PHISIG 6 2 2 2
PHISIG 5 2 2 2
PHISIG 5 2 2 2
PHISIG 61 73 73 73
PHISIG 9 6 6 6
PHISIG 15 13 13 11
PHISIG 16 19 19 17
PHISIG 10 10 10 11
PHISIG 6 1 1 1
PHISIG 10 8 8 8
PHISIG 43 58 58 59
PHISIG 29 25 25 25
PHISIG 14 12 12 13
PHISIG 14 14 14 16
PHISIG 5 1 1 1
PHISIG 24 22 22 22
PHISIG 9 6 6 6
PHISIG 18 16 16 16
PHISIG 9 6 6 6
PHISIG 29 37 37 43
PHISIG 5 1 1 2
PHISIG 163 245 245 289
PHISIG 15 16 16 16
PHISIG 4 0 0 1
PHISIG 5 1 1 2
PHISIG 14 12 12 13
PHISIG 14 14 14 16
PHISIG 163 245 245 289
PHISIG 15 16 16 16
PHISIG 4 0 0 1
PHISIG 5 1 1 2
PHISIG 14 12 12 13
PHISIG 14 14 14 16
PHISIG 154 235 235 279
PHISIG 15 16 16 16
PHISIG 4 0 0 1
PHISIG 5 1 1 2
PHISIG 14 12 12 13
PHISIG 14 14 14 16
PHISIG 58 76 76 83
PHISIG 15 16 16 16
PHISIG 4 0 0 1
PHISIG 5 1 1 2
PHISIG 14 12 12 13
PHISIG 14 14 14 16
PHISIG 58 76 76 83
PHISIG 15 16 16 16
PHISIG 4 0 0 1
PHISIG 5 1 1 2
PHISIG 432 908 908 1137
PHISIG 21 29 29 34
PHISIG 22 28 28 27
PHISIG 19 21 21 21
PHISIG 15 16 16 16
PHISIG 4 0 0 1
PHISIG 10 10 10 11
PHISIG 77 153 153 198
PHISIG 33 41 41 42
PHISIG 99 106 106 106
PHISIG 16 19 19 19
PHISIG 9 6 6 6
PHISIG 9 6 6 6
PHISIG 25 32 32 37
PHISIG 5 2 2 2
PHISIG 9 6 6 6
PHISIG 122 172 172 195
PHISIG 46 63 63 63
PHISIG 10 10 10 11
PHISIG 64 128 128 146
PHISIG 72 66 66 63
PHISIG 15 12 12 12
PHISIG 10 7 7 7
PHISIG 140 436 436 553
PHISIG 12 16 16 17
PHISIG 354 571 571 641
PHISIG 64 103 103 103
PHISIG 174 326 326 382
PHISIG 10 7 7 7
PHISIG 21 25 25 27
PHISIG 11 9 9 9
PHISIG 9 6 6 6
PHISIG 11 8 8 8
PHISIG 16 17 17 18
PHISIG 9 6 6 6
PHISIG 11 8 8 8
PHISIG 126 194 194 218
PHISIG 13 11 11 10
PHISIG 143 231 231 261
PHISIG 23 30 30 31
PHISIG 18 21 21 20
PHISIG 9 6 6 6
PHISIG 4 0 0 1
PHISIG 37 48 48 54
PHISIG 56 95 95 110
PHISIG 140 434 434 564
PHISIG 20 24 24 26
PHISIG 114 184 184 211
PHISIG 27 31 31 34
PHISIG 197 493 493 618
PHISIG 13 19 19 20
PHISIG 14 16 16 19
PHISIG 10 10 10 11
PHISIG 9 6 6 6
PHISIG 52 74 74 77
PHISIG 68 101 101 106
PHISIG 23 29 29 29
PHISIG 87 162 162 193
PHISIG 915 1858 1858 2350
PHISIG 239 481 481 564
PHISIG 37 76 76 90
PHISIG 9 11 11 12
PHISIG 19 17 17 13
PHISIG 157 317 317 384
PHISIG 5 2 2 2
PHISIG 10 10 10 11
PHISIG 4 0 0 1
PHISIG 9 7 7 7
PHISIG 9 7 7 7
PHISIG 15 18 18 21
PHISIG 47 58 58 54
PHISIG 84 124 124 148
PHISIG 64 104 104 121
PHISIG 34 40 40 41
PHISIG 27 32 32 30
PHISIG 26 30 30 32
PHISIG 5 2 2 2
PHISIG 44 67 67 65
PHISIG 35 47 47 49
PHISIG 75 123 123 150
PHISIG 26 28 28 28
PHISIG 29 36 36 36
PHISIG 48 53 53 59
PHISIG 104 168 168 205
PHISIG 24 29 29 32
PHISIG 5 2 2 2
PHISIG 67 111 111 120
PHISIG 25 29 29 29
PHISIG 44 59 59 63
PHISIG 9 7 7 7
PHISIG 9 7 7 7
PHISIG 353 752 752 935
PHISIG 9 8 8 9
PHISIG 19 23 23 26
PHISIG 39 50 50 53
PHISIG 59 77 77 73
PHISIG 124 189 189 178
PHISIG 9 11 11 12
PHISIG 9 8 8 9
PHISIG 134 187 187 192
PHISIG 9 8 8 9
PHISIG 30 34 34 35
PHISIG 25 33 33 37
PHISIG 10 10 10 11
PHISIG 9 8 8 9
PHISIG 218 496 496 624
PHISIG 72 112 112 120
PHISIG 5 1 1 2
PHISIG 25 33 33 37
PHISIG 31 44 44 49
PHISIG 31 44 44 49
PHISIG 31 44 44 49
PHISIG 25 33 33 37
PHISIG 9 7 7 7
PHISIG 31 44 44 49
PHISIG 24 29 29 32
PHISIG 10 10 10 11
PHISIG 14 17 17 19
PHISIG 94 188 188 229
PHISIG 208 363 363 420
PHISIG 132 248 248 307
PHISIG 11 13 13 14
PHISIG 14 15 15 18
PHISIG 16 16 16 16
PHISIG 49 65 65 64
PHISIG 278 648 648 859
PHISIG 31 35 35 36
PHISIG 44 68 68 75
PHISIG 130 240 240 293
PHISIG 31 43 43 48
PHISIG 14 15 15 18
PHISIG 16 16 16 16
PHISIG 130 255 255 318
PHISIG 50 79 79 87
PHISIG 14 15 15 18
PHISIG 16 16 16 16
PHISIG 69 117 117 141
PHISIG 17 17 17 17
PHISIG 16 16 16 16
PHISIG 69 105 105 125
PHISIG 557 1176 1176 1513
PHISIG 15 13 13 11
PHISIG 40 51 51 52
PHISIG 20 22 22 23
PHISIG 45 57 57 59
PHISIG 24 28 28 30
PHISIG 64 89 89 104
PHISIG 5 2 2 2
PHISIG 46 58 58 59
PHISIG 85 155 155 176
PHISIG 16 16 16 16
PHISIG 20 22 22 23
PHISIG 45 57 57 59
PHISIG 16 19 19 20
PHISIG 16 17 17 18
PHISIG 9 8 8 8
PHISIG 605 1596 1596 2087
PHISIG 20 22 22 23
PHISIG 45 57 57 59
PHISIG 13 14 14 14
PHISIG 57 115 115 125
PHISIG 10 11 11 11
PHISIG 10 7 7 7
PHISIG 10 8 8 8
PHISIG 68 100 100 116
PHISIG 57 84 84 87
PHISIG 57 94 94 95
PHISIG 5 2 2 2
PHISIG 15 15 15 13
PHISIG 14 15 15 17
PHISIG 5 2 2 2
PHISIG 12 7 7 7
PHISIG 89 185 185 226
PHISIG 103 210 210 253
PHISIG 7 5 5 4
PHISIG 20 22 22 23
PHISIG 45 57 57 59
PHISIG 74 107 107 120
PHISIG 12 7 7 7
PHISIG 12 7 7 7
PHISIG 26 32 32 31
PHISIG 49 73 73 87
PHISIG 5 2 2 2
PHISIG 5 2 2 2
PHISIG 93 153 153 183
PHISIG 5 2 2 2
PHISIG 65 104 104 111
PHISIG 11 8 8 8
PHISIG 9 6 6 6
PHISIG 16 19 19 20
PHISIG 13 11 11 10
PHISIG 26 32 32 31
PHISIG 35 47 47 54
PHISIG 20 22 22 23
PHISIG 45 57 57 59
PHISIG 14 15 15 17
PHISIG 5 2 2 2
PHISIG 12 7 7 7
PHISIG 24 28 28 28
PHISIG 37 50 50 53
PHISIG 24 27 27 28
PHISIG 51 69 69 70
PHISIG 47 64 64 68
PHISIG 134 215 215 251
PHISIG 19 21 21 18
PHISIG 9 6 6 6
PHISIG 44 60 60 64
PHISIG 5 2 2 2
PHISIG 17 24 24 24
PHISIG 18 16 16 16
PHISIG 127 214 214 268
PHISIG 5 2 2 2
PHISIG 5 1 1 2
PHISIG 25 34 34 33
PHISIG 9 6 6 6
PHISIG 18 16 16 16
PHISIG 9 6 6 6
PHISIG 9 6 6 6
PHISIG 19 21 21 21
PHISIG 22 26 26 26
PHISIG 9 6 6 6
PHISIG 4 0 0 1
PHISIG 4 0 0 2
